"T_id","K_id","No","Shave1","Shave2","Chip","Holder","NorzR","Note"
29531,7258,2,"内径","荒","□","40H",0.80,
29532,7258,3,"外径","荒","□",,0.80,
29533,7258,4,"外径","荒","□",,0.80,
29534,7258,5,"内径","荒","□","40H",0.80,
29535,7258,6,"内径","仕","◇","40H",0.40,
29536,7258,7,"外径","仕","◇",,0.40,"角度付バイト"
29537,7259,1,"外径","荒","□",,0.80,
29538,7259,2,"内径","荒","□","40H",0.80,
29539,7259,3,"内径","仕","◇","32～40H",0.40,
29540,7259,4,"外径","仕","◇",,0.40,"角度付バイト"
29541,7253,1,"外径","荒","□",,0.80,
29542,7253,2,"内径","面仕","◇△","40H",0.40,
29543,7253,3,"端面","溝荒","8巾",,0.80,"京セラ　KFMSR2525M105160-8"
29544,7253,4,"端面","溝仕","5巾",,0.25,"京セラ　KFMSR2525M75115-5"
29545,7253,5,"外径","仕","◇",,0.40,"ヌスミバイト"
29546,7256,1,"外径","荒","□",,0.80,
29547,7256,2,"内径","面仕","◇△","40H",0.40,
29548,7256,3,"端面","溝荒","8巾",,0.80,"京セラ　KFMSR2525M105160-8"
29549,7256,4,"端面","溝仕","5巾",,0.25,"京セラ　KFMSR2525M75115-5"
29550,7256,5,"外径","仕","◇",,0.40,"ヌスミバイト"
29551,7261,1,"ＦＣＤ",,,"41φ",,
29552,7261,2,"外径","荒","□",,0.80,
29553,7261,3,"内径","荒","□△","25～32H",0.80,
29554,7261,4,"内径","溝荒","3巾","20H",,"京セラ KIGMR2520B-3"
29555,7261,5,"内径","溝仕","3巾","32H",,"京セラ　GIVR2532-1C"
29556,7261,6,"内径","仕","△","25～32H",0.40,
29557,7261,7,"外径","仕","◇",,0.40,"角度付バイト"
29558,7262,1,"外径","荒","□",,0.80,"アルミ用"
29559,7262,2,"内径","荒","□","12H",0.80,"京セラ　S12M-SCLP09-16E"
29560,7262,3,"外径","溝","2.5巾",,0.30,"京セラ　KGBAR2525M22-15"
29561,7262,4,"内径","仕","◇","12H",0.40,"住友　アルミ用"
29562,7262,5,"外径","仕","◇",,0.40,"角度付バイト　アルミ用"
29563,7263,1,"外径","荒","□",,0.80,
29564,7263,2,"外径","仕","◇",,0.40,
29565,7264,1,"外径","荒","□",,0.80,
29566,7264,2,"外径","溝","2.5巾",,0.30,"京セラ　KGBAR2525"
29567,7264,3,"外径","仕","◇",,0.40,"ヌスミバイト"
29568,7265,1,"外径","荒","□",,0.80,"M00～逆付け"
29569,7265,2,"ＦＣＤ",,,"59φ",,
29570,7265,3,"外径","荒","□",,0.80,
29571,7265,4,"内径","荒","□","32～40H",0.80,
29572,7265,5,"内径","仕","◇","32～40H",0.40,"角度付バイト"
29573,7265,6,"外径","仕","◇",,0.40,"角度付バイト"
29574,7266,1,"外径","荒","□",,0.80,
29575,7266,2,"内径","荒","□","32～40H",0.80,
29576,7266,3,"内径","溝","5巾","32Ｈ",0.20,"京セラ　KIGHR4532B-5"
29577,7266,4,"内径","仕","◇","32～40H",0.40,"角度付バイト"
29578,7266,5,"外径","仕","◇",,0.40,"角度付バイト"
29579,7266,6,"内径","ネジ","M74=P1.5","32Ｈ",,"サンドビック"
29580,7271,1,"ＦＣＤ",,,"φ59",,
29581,7271,2,"外径","荒","□",,0.80,
29582,7271,3,"内径","荒","□","32～40H",0.80,"M0 逆付"
29583,7271,4,"ＦＣＤ",,,"φ59",,
29584,7271,5,"外径","荒","□",,0.80,
29585,7271,6,"内径","荒","□","32～40H",0.80,
29586,7271,7,"内径","仕","△","32～40H",0.40,"φ65.6　仕上"
29587,7271,8,"外径","仕","◇",,0.40,
29588,7267,1,"外径","荒","□",,0.80,"M00 逆付け"
29589,7267,2,"ＦＣＤ",,,,,"トライゴン"
29590,7267,3,"外径","荒","□",,0.80,
29591,7267,4,"内径","荒","□","20H",0.80,
29592,7267,5,"内径","仕","◇","20H",0.40,
29593,7267,6,"外径","溝","1.5巾",,0.20,"京セラ　KGBAR2525M-15
チップ　超硬"
29594,7267,7,"外径","仕","◇",,0.40,"◎　ヌスミバイト"
29595,7267,8,"外径","ネジ","M45P1.0",,,"R166.0FG-2525-16"
29596,7267,9,"外径","溝","1.5巾",,0.20,"N6と同バイト　ネジバリ取り"
29597,7267,10,"外径","ネジ","M45P1.0",,,"N8と同バイト　ネジサラエ"
29598,7268,1,"外径","荒","□",,0.80,
29599,7268,2,"内径","荒","□","20H",0.80,
29600,7268,3,"内径","仕","◇","25H",0.40,"三菱"
29601,7268,4,"外径","仕","◇",,0.40,"角度付きバイト"
29602,7269,1,"ＦＣＤ",,,"59φ",,
29603,7269,2,"外径","荒","□",,0.80,"M00～逆付け"
29604,7269,3,"外径","荒","□",,0.80,
29605,7269,4,"内径","荒","□△","32～40H",0.80,
29606,7269,5,"内径","R溝","2巾","32H",1.00,"京セラ　ＫＩＧＢＡＲ4032-22"
29607,7269,6,"内径","溝","5巾","32H",,"京セラ　KIGHR4532B-5
M00～切粉出し"
29608,7269,7,"内径","仕","△","32～40H",0.40,
29609,7269,8,"外径","仕","◇",,0.40,"角度付バイト可"
29610,7269,9,"外径","溝","2.5巾",,0.30,"京セラ　KGBAR2525M22-15"
29611,7270,1,"外径","荒","□",,0.80,
29612,7270,2,"内径","荒","□△","32～40H",0.80,
29613,7270,3,"端面","溝荒","8巾",,,"京セラ"
29614,7270,4,"外径","溝","2.5巾",,,"京セラ　KGBAR2525M22-15"
29615,7270,5,"外径","溝","◇","32H",0.40,"三菱　バイトを逆に付ける事
ﾁｯﾌﾟを大きく削る事"
29616,7270,6,"端面","溝仕","4.5巾",,,"京セラＳＦＲ-701Ｃ　φ86.6　φ106仕上"
29617,7270,7,"内径","仕","◇△","32～40H",0.40,
29618,7270,8,"外径","仕","◇",,0.40,"角度付バイト可"
29619,7273,1,"外径","荒","□",,0.80,
29620,7273,2,"ＣＤ",,,"3φ",,"突き出し36Ｌ程度　ニューベビーチャック"
29621,7273,3,"Ｄ",,,"10φ",,"ニューベビーチャック"
29622,7273,4,"EM",,,"10φ",,
29623,7273,5,"ＣＤ",,,"3φ",,"N2と同じ工具"
29624,7273,6,"Ｄ",,,"6.5φ",,"ニューベビーチャック"
29625,7273,7,"内径","荒","△","8H",0.40,"超硬　裏削ってるバイト　チップの裏削る　ヌスミ11.6仕上"
29626,7273,8,"内径","仕","△","8H",0.40,"超硬　φ10.8仕上"
29627,7273,9,"外径","仕","◇",,0.40,"角度付バイト　φ16.3仕上"
29628,7272,1,"外径","荒","□",,0.80,
29629,7272,2,"内径","荒","□","40H",0.80,
29630,7272,3,"内径","仕","◇","50H",0.40,"角度付バイト
サンドビック"
29631,7272,4,"外径","Ｖ溝","◇",,0.40,"成形バイト"
29632,7272,5,"外径","仕","◇",,0.40,"角度付バイト"
29633,6516,6,"外径","端溝","2巾",,,"京セラ　ＧＦＶＬ2525Ｍ-201Ａ
φ182部仕上げ"
29634,7282,1,"外径","荒","□",,0.80,
29635,7282,2,"ＣＤ",,,"3φ",,
29636,7282,3,"カムＤ",,,"16φ",,
29637,7282,4,"内径","仕","□","超硬12Ｈ",0.80,"注）ノーズＲ0.8　小チップ用バイト"
29638,7282,5,"外径","仕","◇",,0.40,"M00 角度付バイト"
29639,7282,6,"タップ",,"M20P2.5","50H",,
29640,7283,1,"端面","荒","□",,0.80,
29641,7283,2,"外径","荒","◇",,0.80,"角度付ダメ"
29642,7283,3,"内径","荒","□","超硬12Ｈ",0.80,"小チップ用バイト"
29643,7283,4,"内径","仕","□","16Ｈ",0.40,"三菱"
29644,7283,5,"外径","仕","◇",,0.40,"角度付バイト"
29645,7278,1,"ＦＣＤ",,,"φ59",,
29646,7278,2,"外径","荒","□",,0.80,
29647,7278,3,"内径","荒","□",,0.80,
29648,7279,1,"外径","荒","□",,0.80,
29649,7279,2,"ＣＤ",,,"φ16",,
29650,7279,3,"Ｄ",,,"φ10.3",,
29651,7279,4,"外径","仕","◇",,0.40,"角度付きバイト"
29652,7279,5,"タップ",,"M12xP1.75",,,"ステン用"
29653,7284,1,"外径","荒","□",,0.80,
29654,7284,2,"内径","荒","□","40H",0.80,
29655,7284,3,"内径","仕","◇","40H",0.40,
29656,7284,4,"外径","仕","◇",,0.40,"角度付きバイト"
29657,7280,1,"外径","荒","□",,0.80,
29658,7280,2,"外径","仕","◇",,0.40,"角度付きバイト"
29659,7281,1,"外径","荒","□",,0.80,
29660,7281,2,"内径","荒","□","25H",0.80,"φ47部荒"
29661,7281,3,"内径","荒","□","40H",0.80,
29662,7281,4,"内径","仕","◇","16H",0.40,"住友　φ47部仕上げ"
29663,7281,5,"内径","仕","◇","40H",0.40,
29664,7281,6,"外径","仕","◇",,0.40,"角度付きバイト"
29665,7276,1,"外径","荒","□",,0.80,"Ｍ00　逆付け"
29666,7276,2,"外径","荒","□",,0.80,
29667,7276,3,"内径","荒","□","50H",0.80,"Ｍ00　キリコ出し"
29668,7276,4,"内径","仕","◇","40H",0.40,
29669,7276,5,"外径","仕","◇",,0.40,"角度付バイト"
29670,7277,1,"外径","荒","□",,0.80,
29671,7277,2,"内径","荒","□","50H",0.80,
29672,7277,3,"内径","仕","◇","40H",0.40,
29673,7277,4,"外径","仕","◇",,0.40,"角度付バイト"
29674,7287,,"ｽﾃｯｷ",,"4巾",,,
29675,7287,,,,,,,
29676,7287,1,"端面","荒","□",,0.80,
29677,7287,2,"内径","仕","△","5H",0.40,"モリトク"
29678,7287,3,"端面","仕","◇",,0.40,
29679,7287,,,,,,,
29680,7287,,"O0036",,,,,
29681,7287,1,"ＣＤ",,,"10H",,"イワタ"
29682,7285,1,"ＦＣＤ",,,"φ59",,
29683,7285,2,"外径","荒","□",,0.80,"M00～逆付け"
29684,7285,3,"外径","荒","□",,0.80,
29685,7285,4,"内径","荒","□","32～40H",0.80,
29686,7285,5,"内径","仕","◇△","32～40H",0.40,"φ90.2仕上"
29687,7285,6,"外径","仕","◇",,0.40,"角度付バイト"
29688,7286,1,"外径","荒","□",,0.80,
29689,7286,2,"内径","仕","◇△","32～40H",0.40,
29690,7286,3,"外径","仕","◇",,0.40,"角度付バイト"
29691,7286,,,,,,,
29692,1642,6,"外径","仕","◇",,0.40,"角度付き"
29693,7297,1,"外径","荒","□",,0.80,"M00　逆付け"
29694,7297,2,"ＦＣＤ",,,"59φ",,
29695,7297,3,"外径","荒","□",,0.80,
29696,7297,4,"内径","荒","□","32～40H",0.80,
29697,7297,5,"内径","仕","◇","32～40H",0.40,"角度付バイト"
29698,7297,6,"外径","仕","◇",,0.40,"角度付バイト"
29699,7297,,,,,,,
29700,7298,1,"外径","荒","□",,0.80,
29701,7298,2,"内径","荒","□","32～40H",0.80,
29702,7298,3,"内径","溝","3巾","40H",0.20,"京セラ　KGIAR 40H
T10038のホルダ-を使用"
29703,7298,4,"内径","仕","◇","32～40H",0.40,"角度付バイト"
29704,7298,5,"外径","仕","◇",,0.40,"角度付バイト"
29705,7298,6,"内径","ネジ","M74=P1.5","32H",,"サンドビック"
29706,7294,1,"外径","荒","□",,0.80,
29707,7294,2,"ＦＣＤ",,,"φ50",,"ｵｰｴｽｼﾞｰ　P3D"
29708,7294,3,"外径","荒","□",,0.80,
29709,7294,4,"内径","荒","□","40H",0.80,
29710,7295,1,"外径","荒","□",,0.80,
29711,7295,2,"内径","荒","□","40H",0.80,
29712,7295,3,"内径","仕","◇","40H",0.40,
29713,7295,4,"外径","仕","◇",,0.40,"角度付きバイト"
29714,7296,1,"外径","荒","□",,0.80,
29715,7296,2,"内径","荒","□","40H",0.80,
29716,7296,3,"内径","仕","◇","40H",0.40,
29717,7296,4,"外径","仕","◇",,0.40,"角度付きバイト"
29718,7304,1,"ＦＣＤ",,,"φ59",,
29719,7304,2,"外径","荒","□",,0.80,
29720,7304,3,"内径","荒","□","40Ｈ",0.80,"M0 逆付　φ63"
29721,7304,4,"ＦＣＤ",,,"φ59",,
29722,7304,5,"外径","荒","□",,0.80,
29723,7304,6,"内径","荒","□","40H",0.80,"長いホルダ　"
29724,7304,7,"内径","仕","△","40H",0.40,"長いホルダ　φ64.7仕上"
29725,7304,8,"外径","仕","◇",,0.40,
29726,7306,1,"ＦＣＤ",,,"φ59",,
29727,7306,2,"外径","荒","□",,0.80,
29728,7306,3,"内径","荒","□","40H",0.80,"Ｍ0 逆付　φ63"
29729,7306,4,"ＦＣＤ",,,"φ59",,
29730,7306,5,"外径","荒","□",,0.80,
29731,7306,6,"内径","荒","□","40H",0.80,"長いホルダ"
29732,7306,7,"内径","仕","△","40H",0.40,"長いホルダ　φ64.7仕上"
29733,7306,8,"外径","仕","◇",,0.40,
29734,7301,1,"ＦＣＤ",,,"25φ",,
29735,7301,2,"外径","荒","□",,0.80,
29736,7301,3,"内径","仕","△","20H",0.40,"φ26.65仕上"
29737,7301,4,"外径","仕","◇",,0.40,"角度付バイト"
29738,7302,1,"Ｄ",,,"54φ",,"OSG"
29739,7302,2,"外径","荒","□",,0.80,
29740,7302,3,"内径","荒","□","32H",0.80,
29741,7302,4,"内径","荒","△","SF25H",0.80,
29742,7302,5,"内径","仕","◇","32～40H",0.40,"角度付バイト
φ81.75仕上　φ105.55仕上"
29743,7302,6,"内径","仕","△","SF25H",0.40,"φ33仕上"
29744,7302,7,"外径","仕","◇",,0.40,"角度付バイト"
29745,7303,1,"タップ",,"M30=P3.5","50H",,
29746,7299,1,"外径","荒","□",,0.80,
29747,7299,2,"ＣＤ",,,"3φ",,
29748,7299,3,"カムＤ",,,"21φ",,
29749,7299,4,"内径","荒","□","超硬16H",0.80,
29750,7299,5,"内径","仕","□","16H",0.40,
29751,7299,6,"外径","仕","◇",,0.40,"角度付きバイト"
29752,7299,7,"タップ",,"M24P=3.0",,,
29753,7300,1,"端面","荒","□",,0.80,
29754,7300,2,"外径","荒","◇",,0.80,"通常バイト"
29755,7300,3,"ＣＤ",,,"φ3",,
29756,7300,4,"外径","仕","◇",,0.40,"通常バイト
◎角度付きバイト　ダメ"
29757,7300,5,"ＣＤ",,,"φ3",,
29758,7308,1,"ＦＣＤ",,,"φ59",,
29759,7308,2,"外径","荒","□",,0.80,
29760,7308,3,"内径","荒","□","32～40H",0.80,
29761,7308,4,"内径","仕","◇△","32～40H",0.40,
29762,7308,5,"外径","仕","◇",,0.40,"角度付バイト"
29763,7309,1,"外径","荒","□",,0.80,
29764,7309,2,"内径","荒","□","32～40H",0.80,
29765,7309,3,"内径","仕","◇△","32～40H",0.40,
29766,7309,4,"外径","仕","◇",,0.40,"角度付バイト"
29767,7307,1,"外径","荒","□",,0.80,
29768,7307,2,"内径","荒","□","40Ｈ",0.80,
29769,7307,3,"内径","仕","◇","50Ｈ",0.40,"サンドビック"
29770,7307,4,"外径","仕","◇",,0.40,"角度付バイト"
29771,7305,1,"外径","荒","□",,0.80,
29772,7305,2,"内径","荒","□","40Ｈ",0.80,
29773,7305,3,"内径","仕","◇","40Ｈ",0.40,"角度付バイト
内径手前仕上φ65"
29774,7305,4,"内径","仕","◇","50Ｈ",0.40,"サンドビック
内径奥仕上φ65"
29775,7305,5,"外径","仕","◇",,0.40,"角度付バイト"
29776,7314,,"L4-①",,,,,
29777,7314,1,"ｽﾃｯｷ",,"3巾",,,"京セラ　KTKHR2525M-3 ステンチップ
途中φ110迄　加工後寸法変化チェック"
29778,7314,2,"内径","仕","◇",,0.40,
29779,7314,3,"外径","仕","◇",,0.40,"角度付バイト"
29780,7314,4,"ｽﾃｯｷ",,"3巾",,,
29781,7314,,"L4-②",,,,,
29782,7314,1,"外径","荒","□",,0.80,
29783,7314,2,"内径","荒","□","40H",0.80,
29784,7314,3,"内径","仕","◇","40H",0.40,
29785,7314,4,"外径","仕","◇",,0.40,"角度付バイト"
29786,7313,1,"外径","荒","□",,0.80,
29787,7313,2,"内径","荒","□","32～40H",0.80,
29788,7313,3,"内径","仕","◇","32～40H",0.40,"角度付バイト"
29789,7313,4,"外径","仕","◇",,0.40,"角度付バイト"
29790,7312,1,"外径","荒","□",,0.80,"M00～逆付け"
29791,7312,2,"ＦＣＤ",,,"49～50φ",,
29792,7312,3,"外径","荒","□",,0.80,
29793,7312,4,"内径","荒","□","32～40H",0.80,
29794,7312,5,"内径","仕","◇△","32～40H",0.40,
29795,7312,6,"外径","仕","◇",,0.40,"角度付バイト"
29796,7315,1,"ＦＣＤ",,,"50φ",,
29797,7315,2,"外径","荒","□",,0.80,"M00逆付け"
29798,7315,3,"外径","荒","□",,0.80,
29799,7315,4,"内径","荒","□","32H",0.80,
29800,7315,5,"内径","仕","△","32H",0.40,"φ55仕上"
29801,7315,6,"外径","仕","◇",,0.40,"角度付バイト"
29802,7316,1,"外径","荒","□",,0.80,
29803,7316,2,"内径","荒","□","32H",0.80,
29804,7316,3,"内径","仕","△","32H",0.40,"φ62仕上"
29805,7316,4,"外径","仕","◇",,0.40,"角度付バイト"
29806,7318,1,"内径","仕","◇","32～40H",0.40,"角度付バイト"
29807,7310,1,"外径","荒","□",,0.80,"M00～逆付け"
29808,7310,2,"ＦＣＤ",,,"59φ",,
29809,7310,3,"外径","荒","□",,0.80,
29810,7310,4,"内径","荒","□","32～40H",0.80,
29811,7310,5,"内径","仕","◇","32～40H",0.40,"角度付バイト
φ70の所は、φ69.9仕上"
29812,7310,6,"外径","仕","◇",,0.40,"角度付バイト"
29813,7311,1,"外径","荒","□",,0.80,
29814,7311,2,"内径","仕","◇△","32～40H",0.40,
29815,7311,3,"外径","仕","◇",,0.40,"角度付バイト"
29816,7323,1,"外径","荒","□",,0.80,"M0-逆付"
29817,7323,2,"ＦＣＤ",,,"φ23.5",,
29818,7323,3,"外径","荒","□",,0.80,
29819,7323,4,"内径","荒","□","16H",0.80,
29820,7323,5,"内径","仕","△","SF20H",0.40,
29821,7323,6,"外径","仕","◇",,0.40,"角度付バイト"
29822,7324,1,"外径","荒","□",,0.80,
29823,7324,2,"内径","荒","□","16H",0.80,
29824,7324,3,"内径","仕","△","SF20H",0.40,
29825,7324,4,"外径","仕","◇",,0.40,
29826,7322,1,"外径","荒","□",,0.80,"φ62仕上
端面の中心、目の細かいヤスリでこする事"
29827,7322,,"02002",,,,,
29828,7322,1,"外径","荒","□",,0.80,"φ62仕上"
29829,7322,2,"外径","仕","◇",,0.40,"角度付バイト
φ55仕上"
29830,7319,1,"外径","荒","□",,0.80,"M00～逆付け"
29831,7319,2,"ＦＣＤ",,,"27φ",,
29832,7319,3,"外径","荒","□",,0.80,
29833,7319,4,"内径","荒","△","20～SF25Ｈ",0.80,
29834,7319,5,"内径","仕","△","SF25H",0.40,"φ28の所は、φ27.7仕上"
29835,7319,6,"外径","仕","◇",,0.40,"角度付バイト"
29836,7320,1,"外径","荒","□",,0.80,
29837,7320,2,"内径","荒","□","25H",0.80,
29838,7320,3,"外径","溝","2.5巾",,0.30,"京セラ　KGBAR2525M22-15"
29839,7320,4,"内径","仕","◇","20Ｈ",0.40,"住友"
29840,7320,5,"外径","仕","◇",,0.40,"角度付バイト"
29841,7288,1,"外径","荒","□",,0.80,"M00　逆付け"
29842,7288,2,"ＦＣＤ",,,"φ59",,
29843,7288,3,"外径","荒","□",,0.80,
29844,7288,4,"内径","荒","□","40H",0.80,"M00 逆付け　φ148迄　変形防止の為"
29845,7288,5,"外径","荒","□",,0.80,
29846,7288,6,"内径","荒","□","40H",0.80,
29847,7288,7,"内径","仕","◇","40H",0.40,
29848,7288,8,"外径","仕","◇",,0.40,"角度付バイト"
29849,7289,1,"外径","荒","□",,0.80,
29850,7289,2,"内径","荒","□","40H",0.80,
29851,7289,3,"内径","仕","◇","40H",0.40,
29852,7289,4,"外径","溝荒","4巾",,,"イスカル　新型ステッキ"
29853,7289,5,"外径","溝仕","4巾",,0.50,"京セラ　KGHR2525M-4
チップ　サーメット"
29854,7289,6,"外径","仕","◇",,0.40,"角度付バイト"
29855,7332,1,"外径","荒","□",,0.80,
29856,7332,2,"内径","荒","□","32～40H",0.80,
29857,7332,3,"外径","仕","◇",,0.40,"角度付バイト"
29858,7332,4,"内径","仕","◇△","32～40H",0.40,
29859,7331,1,"外径","荒","□",,0.80,
29860,7331,2,"内径","荒","□","32～40H",0.80,
29861,7331,3,"内径","仕","◇△","32～40H",0.40,
29862,7331,4,"外径","仕","◇",,0.40,"角度付バイト"
29863,7331,5,"ステッキ","4巾",,,,
29864,7317,1,"外径","仕","◇",,0.40,
29865,7325,1,"外径","荒","□",,0.80,
29866,7325,2,"ＣＤ",,,"4φ",,"ニューベビーチャック"
29867,7325,3,"カムＤ",,,"11φ",,
29868,7325,4,"内径","荒",,"20H",0.40,"ECC20R-2.25D"
29869,7325,5,"Ｄ",,,"9φ",,"ニューベビーチャック"
29870,7325,6,"EM",,,"11φ",,"ニューベビーチャック使用　突き出し50L程度"
29871,7325,7,"内径","荒","◇","10H",0.40,"三菱　S10HSQDCR07 チップは超硬　突き出し34Lφ11.88仕上"
29872,7325,8,"内径","溝","2巾","20H",0.20,"京セラ　GIVR1420-1S"
29873,7325,9,"内径","仕","◇","12H",0.40,"超硬　チップはサーメット"
29874,7325,10,"外径","仕","◇",,0.40,"ヌスミバイト"
29875,7326,1,"外径","荒","□",,0.80,
29876,7326,2,"外径","仕","◇",,0.40,"角度付バイト"
29877,7326,3,"ＣＤ",,,"2.5φ",,"ニューベビーチャック"
29878,7327,1,"ＦＣＤ",,,"20.5φ",,
29879,7327,2,"外径","荒","□",,0.80,
29880,7327,3,"ＣＤ",,,"4φ",,"ロング
ニュ－ベビ－チャック使用"
29881,7327,4,"Ｄ",,,"10φ",,"ニュ－ベビ－チャック使用"
29882,7327,5,"内径","荒","□","10Ｈ",0.80,"京セラ　裏削ってるバイト　Ｍ00～キリコ出し
チップの裏削る事　ロングスリ－ブ使用"
29883,7327,6,"内径","仕","◇","12Ｈ",0.40,"住友　Ｍ00～キリコ出し
φ21仕上"
29884,7327,7,"内径","ヌスミ",,"10Ｈ",,"手研ぎ　ハイス
φ12.5仕上"
29885,7327,8,"内径","仕","△","8Ｈ",0.40,"超硬　円すい形のスリ－ブ使用
φ12部　φ11.88ネライ　突き出し41mm"
29886,7327,9,"外径","仕","◇",,0.40,"角度付はダメ"
29887,7328,1,"外径","荒","□",,0.80,
29888,7328,2,"ＣＤ",,,"4φ　",,"ニュ－ベビ－チャック使用"
29889,7328,3,"Ｄ",,,"4.7φ",,"ニュ－ベビ－チャック使用"
29890,7328,4,"内径","仕",,"3.8H",0.05,"京セラ　PSBR0404-60S
ニューベビーチャックに付いてるバイト又はPH-0412に付ける事"
29891,7328,5,"外径","仕","◇",,0.40,"角度付バイト"
29892,7329,1,"外径","荒","□",,0.80,
29893,7329,2,"ＣＤ",,,"3φ",,
29894,7329,3,"Ｄ",,,"10.5φ",,
29895,7329,4,"内径","荒","□","10Ｈ",0.80,"京セラ　最小径φ12用"
29896,7329,5,"内径","仕","△","超硬8Ｈ",0.40,
29897,7329,6,"内径","仕","◇","12H",0.40,
29898,7329,7,"端面","溝","2.5巾",,,"京セラ　ＳＦＲ351Ｂ　先端下したブレード"
29899,7329,8,"外径","仕","◇",,0.40,"角度付バイト"
29900,7330,1,"外径","荒","□",,0.80,
29901,7330,2,"内径","荒","□","10Ｈ",0.80,"京セラ　最小径φ12用"
29902,7330,3,"端面","溝","2.5巾",,,"京セラ　ＳＦＲ351Ｂ先端下したブレード"
29903,7330,4,"端面","溝","2.5巾",,,"京セラ　ＳＦＲ351Ｂ先端なしブレード使用
チップ15°に研ぐ"
29904,7330,5,"内径","面仕","△","超硬8Ｈ",0.40,"φ11部"
29905,7330,6,"内径","仕","◇","12Ｈ",0.40,
29906,7330,7,"外径","仕","◇",,0.40,"角度付バイト"
29907,7337,1,"ＦＣＤ",,,"20.5φ",,
29908,7337,2,"外径","荒","□",,0.80,
29909,7337,3,"ＣＤ",,,"4φ",,"ロング
ニュ－ベビ－チャック使用"
29910,7337,4,"Ｄ",,,"10φ",,"ニュ－ベビ－チャック使用
M00～キリコ出し"
29911,7337,5,"内径","荒","□","10Ｈ",0.80,"京セラ　裏削ってるバイト　Ｍ00～キリコ出し
チップの裏削る事　ロングスリ－ブ使用"
29912,7337,6,"内径","仕","◇","12Ｈ",0.40,"住友　Ｍ00～キリコ出し
φ21仕上"
29913,7337,7,"内径","ヌスミ",,"10Ｈ",,"手研ぎ　ハイス
φ12.5仕上"
29914,7337,8,"内径","仕","△","8Ｈ",0.40,"超硬　円すい形のスリ－ブ使用
φ12部　φ11.88ネライ　突き出し41mm"
29915,7337,9,"外径","仕","◇",,0.40,"角度付はダメ"
29916,7338,1,"外径","荒","□",,0.80,
29917,7338,2,"ＣＤ",,,"4φ　",,"ニュ－ベビ－チャック使用"
29918,7338,3,"Ｄ",,,"4.7φ",,"ニュ－ベビ－チャック使用"
29919,7338,4,"内径","仕",,"3.8H",0.05,"京セラ　PSBR0404-60S
ニューベビーチャックに付いてるバイト又はPH-0412に付ける事"
29920,7338,5,"外径","仕","◇",,0.40,"角度付バイト"
29921,7351,1,"外径","荒","□",,0.80,"M0逆付き"
29922,7351,2,"Ｄ",,,"φ50",,"OSG"
29923,7351,3,"外径","荒","□",,0.80,
29924,7351,4,"内径","荒","□△","32～40H",0.80,
29925,7351,5,"内径","仕","◇△","32～40H",0.40,
29926,7351,6,"外径","仕","◇",,0.40,"角度付バイト"
29927,7352,1,"外径","荒","□",,0.80,
29928,7352,2,"内径","荒","□","25～32H",0.80,
29929,7352,3,"端面","溝","5巾",,0.25,"京セラKFMSR2525M5075-5 F6Z1 裏削ってるバイト"
29930,7352,4,"内径","溝","5巾","32H",,"京セラKIGHR4532B-5 M00キリコ出し"
29931,7352,5,"内径","仕","△","32H",0.40,
29932,7352,6,"外径","仕","◇",,0.40,"角度付バイト"
29933,7352,7,"内径","ネジ","M58P1.5","25～32H",,"サンドビック"
29934,7334,1,"外径","荒","□",,0.80,
29935,7334,2,"内径","荒","□","50H",0.80,
29936,7333,1,"ＦＣＤ",,,"φ59",,"3Ｄ"
29937,7333,2,"外径","荒","□",,0.80,
29938,7333,3,"内径","荒","□","40H",0.80,
29939,7339,1,"外径","荒","□",,0.80,"M00 逆付け"
29940,7339,2,"ＦＣＤ",,,"54φ",,"OSG"
29941,7339,3,"外径","荒","□",,0.80,
29942,7339,4,"内径","荒","□","40H",0.80,
29943,7340,1,"外径","荒","□",,0.80,
29944,7340,2,"内径","荒","◇","32Ｈ",0.80,"サンドビッグＳ32U-SVUBR16"
29945,7340,3,"端面","溝","2.5巾",,,"京セラ　ＳＦＲ701Ｂ先端下したブレード
φ124.6、φ130部"
29946,7340,4,"端面","溝","1.8巾",,,"ＳＴＷＬ2525Ｍ-15φ115.4、φ119.8部
チップ、溝深さ以上奥おろす"
29947,7340,5,"内径","仕","◇","25～32H",0.40,"サンドビッグＳ32U-SVUBR16"
29948,7340,6,"外径","仕","◇",,0.40,"角度付バイト"
29949,7341,1,"外径","荒","□",,0.80,
29950,7341,2,"内径","面取り","◇","32～40H",0.40,
29951,7341,3,"外径","仕","◇",,0.40,"角度付バイト"
29952,7343,1,"外径","荒","□",,0.80,
29953,7343,2,"内径","荒","□","32Ｈ",0.80,"サンドビッグ　Ｓ32U-SVUBR16"
29954,7343,3,"端面","溝","2.5巾",,,"京セラＳＦＲ701Ｂ先端おろしたブレード
φ124.6、φ130部"
29955,7343,4,"端面","溝","1.8巾",,,"京セラＳＴＷＬ2525Ｍ-15φ115.4、φ119.8部
チップ溝深さ以上奥おろす"
29956,7343,5,"内径","仕","◇","25～32H",0.40,"サンドビッグ　Ｓ32U-SVUBR16"
29957,7343,6,"外径","仕","◇",,0.40,"角度付バイト"
29958,7342,1,"外径","荒","□",,0.80,"M00　逆付け"
29959,7342,2,"ＦＣＤ",,,"φ54",,"OSG"
29960,7342,3,"外径","荒","□",,0.80,
